290322.8753,4159071.69299999,60.0,,,,
290322.684899999,4159071.64999999,60.0,,,,
290322.494599999,4159071.608,60.0,,,,
290322.3043,4159071.56499999,60.0,,,,
290322.113899999,4159071.52199999,60.0,,,,
290321.923599999,4159071.47999999,60.0,,,,
290321.7333,4159071.43699999,60.0,,,,
290321.5429,4159071.39399999,60.0,,,,
290321.352599999,4159071.35099999,60.0,,,,
290321.1623,4159071.30899999,60.0,,,,
290320.972,4159071.26599999,60.0,,,,
290320.781599999,4159071.223,60.0,,,,
290320.591299999,4159071.18099999,60.0,,,,
290320.401,4159071.13799999,60.0,,,,
290320.210599999,4159071.095,60.0,,,,
290320.020299999,4159071.05299999,60.0,,,,
290319.83,4159071.00999999,60.0,,,,
290319.639599999,4159070.967,60.0,,,,
290319.449299999,4159070.92499999,60.0,,,,
290319.259,4159070.882,60.0,,,,
290319.068599999,4159070.839,60.0,,,,
290318.878299999,4159070.796,60.0,,,,
290318.688,4159070.754,60.0,,,,
290318.4977,4159070.711,60.0,,,,
290318.307299999,4159070.668,60.0,,,,
290318.117,4159070.626,60.0,,,,
290317.9267,4159070.583,60.0,,,,
290317.736299999,4159070.54,60.0,,,,
290317.545999999,4159070.498,60.0,,,,
290317.3557,4159070.455,60.0,,,,
290317.165299999,4159070.412,60.0,,,,
290316.974999999,4159070.36899999,60.0,,,,
290316.7847,4159070.327,60.0,,,,
290316.594299999,4159070.28399999,60.0,,,,
290316.403999999,4159070.24099999,60.0,,,,
290316.2137,4159070.199,60.0,,,,
290316.0234,4159070.15599999,60.0,,,,
290315.832999999,4159070.11299999,60.0,,,,
290315.6427,4159070.07099999,60.0,,,,
290315.4524,4159070.02799999,60.0,,,,
290315.261999999,4159069.98499999,60.0,,,,
290315.071699999,4159069.94199999,60.0,,,,
290314.8814,4159069.89999999,60.0,,,,
290314.690999999,4159069.85699999,60.0,,,,
290314.500699999,4159069.81399999,60.0,,,,
290314.3104,4159069.77199999,60.0,,,,
290314.1201,4159069.72899999,60.0,,,,
290313.929699999,4159069.686,60.0,,,,
290313.7394,4159069.64399999,60.0,,,,
290313.5491,4159069.60099999,60.0,,,,
290313.358699999,4159069.558,60.0,,,,
290313.1684,4159069.515,60.0,,,,
290312.9781,4159069.473,60.0,,,,
290312.787699999,4159069.43,60.0,,,,
290312.5974,4159069.387,60.0,,,,
290312.4071,4159069.345,60.0,,,,
290312.216699999,4159069.302,60.0,,,,
290312.026399999,4159069.259,60.0,,,,
290311.8361,4159069.217,60.0,,,,
290311.645799999,4159069.174,60.0,,,,
290311.455399999,4159069.131,60.0,,,,
290311.2651,4159069.08799999,60.0,,,,
290311.0748,4159069.046,60.0,,,,
290310.884399999,4159069.003,60.0,,,,
290310.6941,4159068.95999999,60.0,,,,
290310.5038,4159068.918,60.0,,,,
290310.313399999,4159068.875,60.0,,,,
290310.1231,4159068.83199999,60.0,,,,
290309.9328,4159068.79,60.0,,,,
290309.742499999,4159068.74699999,60.0,,,,
290309.552099999,4159068.70399999,60.0,,,,
290309.3618,4159068.662,60.0,,,,
290309.171499999,4159068.61899999,60.0,,,,
290308.981099999,4159068.57599999,60.0,,,,
290308.7908,4159068.53299999,60.0,,,,
290308.6005,4159068.49099999,60.0,,,,
290308.410099999,4159068.44799999,60.0,,,,
290308.2198,4159068.40499999,60.0,,,,
290308.0295,4159068.36299999,60.0,,,,
290307.839099999,4159068.31999999,60.0,,,,
290307.6488,4159068.27699999,60.0,,,,
290307.4585,4159068.23499999,60.0,,,,
290307.268199999,4159068.19199999,60.0,,,,
290307.0778,4159068.149,60.0,,,,
290306.8875,4159068.106,60.0,,,,
290306.697199999,4159068.06399999,60.0,,,,
290306.506799999,4159068.021,60.0,,,,
290306.3165,4159067.978,60.0,,,,
290306.126199999,4159067.936,60.0,,,,
290305.935799999,4159067.893,60.0,,,,
290305.7455,4159067.85,60.0,,,,
290305.5552,4159067.808,60.0,,,,
290305.364799999,4159067.765,60.0,,,,
290305.1745,4159067.722,60.0,,,,
290304.9842,4159067.679,60.0,,,,
290304.793899999,4159067.637,60.0,,,,
290304.6035,4159067.594,60.0,,,,
290304.4132,4159067.55099999,60.0,,,,
290304.222899999,4159067.509,60.0,,,,
290304.032499999,4159067.466,60.0,,,,
290303.8422,4159067.42299999,60.0,,,,
290303.651899999,4159067.381,60.0,,,,
290303.461499999,4159067.33799999,60.0,,,,
290303.2712,4159067.29499999,60.0,,,,
290303.0809,4159067.25199999,60.0,,,,
290302.890599999,4159067.20999999,60.0,,,,
290302.7002,4159067.16699999,60.0,,,,
290302.5099,4159067.12399999,60.0,,,,
290302.319599999,4159067.08199999,60.0,,,,
290302.1292,4159067.03899999,60.0,,,,
290301.9389,4159066.99599999,60.0,,,,
290301.748599999,4159066.95399999,60.0,,,,
290301.5582,4159066.91099999,60.0,,,,
290301.3679,4159066.86799999,60.0,,,,
290301.177599999,4159066.825,60.0,,,,
290300.987199999,4159066.78299999,60.0,,,,
